"ID","Description","p.adjust","Count"
"GO:0045836","positive regulation of meiotic nuclear division",0.267852627641849,4
"GO:0048486","parasympathetic nervous system development",0.267852627641849,4
"GO:0051608","histamine transport",0.267852627641849,4
"GO:0051956","negative regulation of amino acid transport",0.267852627641849,4
"GO:0071468","cellular response to acidic pH",0.267852627641849,4
"GO:2000252","negative regulation of feeding behavior",0.267852627641849,4
"GO:0031400","negative regulation of protein modification process",0.267852627641849,20
"GO:0003148","outflow tract septum morphogenesis",0.267852627641849,5
"GO:0006817","phosphate ion transport",0.267852627641849,5
"GO:0022401","negative adaptation of signaling pathway",0.267852627641849,5
"GO:0023058","adaptation of signaling pathway",0.267852627641849,5
"GO:0031649","heat generation",0.267852627641849,5
"GO:0033238","regulation of amine metabolic process",0.267852627641849,5
"GO:0034755","iron ion transmembrane transport",0.267852627641849,5
"GO:0042537","benzene-containing compound metabolic process",0.267852627641849,5
"GO:0072567","chemokine (C-X-C motif) ligand 2 production",0.267852627641849,5
"GO:0098581","detection of external biotic stimulus",0.267852627641849,5
"GO:1900407","regulation of cellular response to oxidative stress",0.267852627641849,5
"GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production",0.267852627641849,5
"GO:2001014","regulation of skeletal muscle cell differentiation",0.267852627641849,5
"GO:0030326","embryonic limb morphogenesis",0.26895886117231,18
"GO:0035113","embryonic appendage morphogenesis",0.26895886117231,18
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity",0.270810372126777,13
"GO:1900076","regulation of cellular response to insulin stimulus",0.270810372126777,13
"GO:0001937","negative regulation of endothelial cell proliferation",0.27113803783735,7
"GO:0002548","monocyte chemotaxis",0.27113803783735,7
"GO:0007099","centriole replication",0.27113803783735,7
"GO:0010464","regulation of mesenchymal cell proliferation",0.27113803783735,7
"GO:0032480","negative regulation of type I interferon production",0.27113803783735,7
"GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway",0.27113803783735,7
"GO:0045947","negative regulation of translational initiation",0.27113803783735,7
"GO:0046326","positive regulation of D-glucose import",0.27113803783735,7
"GO:1902624","positive regulation of neutrophil migration",0.27113803783735,7
"GO:1902742","apoptotic process involved in development",0.27113803783735,7
"GO:0000910","cytokinesis",0.273109562963673,22
"GO:0001960","negative regulation of cytokine-mediated signaling pathway",0.273464344099087,12
"GO:0030500","regulation of bone mineralization",0.273464344099087,12
"GO:0048640","negative regulation of developmental growth",0.273464344099087,15
"GO:0071346","cellular response to type II interferon",0.273464344099087,15
"GO:0001913","T cell mediated cytotoxicity",0.275656765549934,11
"GO:0002224","toll-like receptor signaling pathway",0.275656765549934,11
"GO:0045453","bone resorption",0.275656765549934,11
"GO:0043547","positive regulation of GTPase activity",0.275656765549934,8
"GO:0048873","homeostasis of number of cells within a tissue",0.275656765549934,8
"GO:0051489","regulation of filopodium assembly",0.275656765549934,8
"GO:0072538","T-helper 17 type immune response",0.275656765549934,8
"GO:0180064","protein O-linked glycosylation via xylose",0.275656765549934,8
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",0.275656765549934,8
"GO:1905819","negative regulation of chromosome separation",0.275656765549934,8
"GO:0030100","regulation of endocytosis",0.276315087007906,40
"GO:0000768","syncytium formation by plasma membrane fusion",0.277166351550861,10
"GO:0050879","multicellular organismal movement",0.277166351550861,10
"GO:0140253","cell-cell fusion",0.277166351550861,10
"GO:0032094","response to food",0.277166351550861,9
"GO:0051345","positive regulation of hydrolase activity",0.277166351550861,9
"GO:0090102","cochlea development",0.277166351550861,9
"GO:0050852","T cell receptor signaling pathway",0.277977611394478,18
"GO:0050886","endocrine process",0.278784363857308,16
"GO:0071621","granulocyte chemotaxis",0.278784363857308,16
"GO:1904659","D-glucose transmembrane transport",0.278784363857308,16
"GO:0098727","maintenance of cell number",0.279933339855466,26
"GO:0071677","positive regulation of mononuclear cell migration",0.281628034979866,13
"GO:0032373","positive regulation of sterol transport",0.281628034979866,6
"GO:0032376","positive regulation of cholesterol transport",0.281628034979866,6
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator",0.281628034979866,6
"GO:0046685","response to arsenic-containing substance",0.281628034979866,6
"GO:0060416","response to growth hormone",0.281628034979866,6
"GO:0086091","regulation of heart rate by cardiac conduction",0.281628034979866,6
"GO:0090022","regulation of neutrophil chemotaxis",0.281628034979866,6
"GO:0150146","cell junction disassembly",0.281628034979866,6
"GO:0015749","monosaccharide transmembrane transport",0.28276470033159,17
"GO:0043473","pigmentation",0.28276470033159,15
"GO:0001973","G protein-coupled adenosine receptor signaling pathway",0.28276470033159,3
"GO:0002158","osteoclast proliferation",0.28276470033159,3
"GO:0002551","mast cell chemotaxis",0.28276470033159,3
"GO:0007210","serotonin receptor signaling pathway",0.28276470033159,3
"GO:0007343","egg activation",0.28276470033159,3
"GO:0010572","positive regulation of platelet activation",0.28276470033159,3
"GO:0015838","amino-acid betaine transport",0.28276470033159,3
"GO:0021979","hypothalamus cell differentiation",0.28276470033159,3
"GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway",0.28276470033159,3
"GO:0032055","negative regulation of translation in response to stress",0.28276470033159,3
"GO:0032490","detection of molecule of bacterial origin",0.28276470033159,3
"GO:0032959","inositol trisphosphate biosynthetic process",0.28276470033159,3
"GO:0035588","G protein-coupled purinergic receptor signaling pathway",0.28276470033159,3
"GO:0035865","cellular response to potassium ion",0.28276470033159,3
"GO:0042983","amyloid precursor protein biosynthetic process",0.28276470033159,3
"GO:0042984","regulation of amyloid precursor protein biosynthetic process",0.28276470033159,3
"GO:0043517","positive regulation of DNA damage response, signal transduction by p53 class mediator",0.28276470033159,3
"GO:0045060","negative thymic T cell selection",0.28276470033159,3
"GO:0045628","regulation of T-helper 2 cell differentiation",0.28276470033159,3
"GO:0048070","regulation of developmental pigmentation",0.28276470033159,3
"GO:0061140","lung secretory cell differentiation",0.28276470033159,3
"GO:0070593","dendrite self-avoidance",0.28276470033159,3
"GO:0098953","receptor diffusion trapping",0.28276470033159,3
"GO:1900272","negative regulation of long-term synaptic potentiation",0.28276470033159,3
"GO:1901503","ether biosynthetic process",0.28276470033159,3
"GO:1903054","negative regulation of extracellular matrix organization",0.28276470033159,3
"GO:1903431","positive regulation of cell maturation",0.28276470033159,3
"GO:1903867","extraembryonic membrane development",0.28276470033159,3
"GO:1905198","manchette assembly",0.28276470033159,3
"GO:2000303","regulation of ceramide biosynthetic process",0.28276470033159,3
"GO:2000347","positive regulation of hepatocyte proliferation",0.28276470033159,3
"GO:2000644","regulation of receptor catabolic process",0.28276470033159,3
"GO:0002720","positive regulation of cytokine production involved in immune response",0.282829123321709,12
"GO:0048041","focal adhesion assembly",0.282829123321709,12
"GO:1902652","secondary alcohol metabolic process",0.285149256437338,21
"GO:1902904","negative regulation of supramolecular fiber organization",0.285149256437338,21
"GO:0090174","organelle membrane fusion",0.285324546644847,18
"GO:0070167","regulation of biomineral tissue development",0.286523042862043,14
"GO:0002691","regulation of cellular extravasation",0.286523042862043,7
"GO:0009394","2'-deoxyribonucleotide metabolic process",0.286523042862043,7
"GO:0031338","regulation of vesicle fusion",0.286523042862043,7
"GO:1902991","regulation of amyloid precursor protein catabolic process",0.286523042862043,7
"GO:0006622","protein targeting to lysosome",0.287925947675833,5
"GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway",0.287925947675833,5
"GO:0030325","adrenal gland development",0.287925947675833,5
"GO:0043405","regulation of MAP kinase activity",0.287925947675833,5
"GO:0043931","ossification involved in bone maturation",0.287925947675833,5
"GO:0061298","retina vasculature development in camera-type eye",0.287925947675833,5
"GO:0048546","digestive tract morphogenesis",0.289777997804278,8
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I",0.289924569192054,9
"GO:0033619","membrane protein proteolysis",0.289924569192054,9
"GO:0042491","inner ear auditory receptor cell differentiation",0.289924569192054,9
"GO:0170041","non-proteinogenic amino acid metabolic process",0.289924569192054,9
"GO:0014033","neural crest cell differentiation",0.290997984648802,13
"GO:0090559","regulation of membrane permeability",0.290997984648802,13
"GO:0008156","negative regulation of DNA replication",0.290997984648802,4
"GO:0008356","asymmetric cell division",0.290997984648802,4
"GO:0032495","response to muramyl dipeptide",0.290997984648802,4
"GO:0036499","PERK-mediated unfolded protein response",0.290997984648802,4
"GO:0043117","positive regulation of vascular permeability",0.290997984648802,4
"GO:0045652","regulation of megakaryocyte differentiation",0.290997984648802,4
"GO:0046653","tetrahydrofolate metabolic process",0.290997984648802,4
"GO:0048532","anatomical structure arrangement",0.290997984648802,4
"GO:0050910","detection of mechanical stimulus involved in sensory perception of sound",0.290997984648802,4
"GO:0097709","connective tissue replacement",0.290997984648802,4
"GO:0141086","negative regulation of inflammasome-mediated signaling pathway",0.290997984648802,4
"GO:2000209","regulation of anoikis",0.290997984648802,4
"GO:0051056","regulation of small GTPase mediated signal transduction",0.294680960855298,29
"GO:0034219","carbohydrate transmembrane transport",0.294836564213318,18
"GO:0051781","positive regulation of cell division",0.295518578917658,12
"GO:1990849","vacuolar localization",0.295518578917658,12
"GO:0034101","erythrocyte homeostasis",0.295731283496593,22
"GO:0045445","myoblast differentiation",0.297505351574048,16
"GO:0021954","central nervous system neuron development",0.297898954088909,14
"GO:0036503","ERAD pathway",0.297898954088909,14
"GO:0150115","cell-substrate junction organization",0.297898954088909,14
"GO:0000723","telomere maintenance",0.297898954088909,19
"GO:0032200","telomere organization",0.297898954088909,19
"GO:0048706","embryonic skeletal system development",0.297898954088909,19
"GO:0032271","regulation of protein polymerization",0.29885604272386,24
"GO:0001958","endochondral ossification",0.298968837910148,6
"GO:0002063","chondrocyte development",0.298968837910148,6
"GO:0003203","endocardial cushion morphogenesis",0.298968837910148,6
"GO:0031069","hair follicle morphogenesis",0.298968837910148,6
"GO:0036075","replacement ossification",0.298968837910148,6
"GO:2000191","regulation of fatty acid transport",0.298968837910148,6
"GO:2000316","regulation of T-helper 17 type immune response",0.298968837910148,6
"GO:0032729","positive regulation of type II interferon production",0.298968837910148,11
"GO:0055007","cardiac muscle cell differentiation",0.300274353700661,20
"GO:0008217","regulation of blood pressure",0.301182664012718,27
"GO:0051494","negative regulation of cytoskeleton organization",0.302817125846149,21
"GO:0006949","syncytium formation",0.302817125846149,10
"GO:0044773","mitotic DNA damage checkpoint signaling",0.302817125846149,10
"GO:0030516","regulation of axon extension",0.302996186110059,13
"GO:0071260","cellular response to mechanical stimulus",0.302996186110059,13
"GO:0006626","protein targeting to mitochondrion",0.304256769549216,7
"GO:0030521","androgen receptor signaling pathway",0.304256769549216,7
"GO:0032228","regulation of synaptic transmission, GABAergic",0.304256769549216,7
"GO:0033673","negative regulation of kinase activity",0.304256769549216,7
"GO:0046640","regulation of alpha-beta T cell proliferation",0.304256769549216,7
"GO:0060338","regulation of type I interferon-mediated signaling pathway",0.304256769549216,7
"GO:0045058","T cell selection",0.304927486948166,9
"GO:0099175","regulation of postsynapse organization",0.305835225542601,23
"GO:0051985","negative regulation of chromosome segregation",0.305835225542601,8
"GO:0031570","DNA integrity checkpoint signaling",0.308142479416882,16
"GO:0120032","regulation of plasma membrane bounded cell projection assembly",0.308286676352134,25
"GO:0042246","tissue regeneration",0.308493621255029,12
"GO:0006699","bile acid biosynthetic process",0.311390707762089,5
"GO:0009226","nucleotide-sugar biosynthetic process",0.311390707762089,5
"GO:0010742","macrophage derived foam cell differentiation",0.311390707762089,5
"GO:0034138","toll-like receptor 3 signaling pathway",0.311390707762089,5
"GO:0035590","purinergic nucleotide receptor signaling pathway",0.311390707762089,5
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway",0.311390707762089,5
"GO:0071467","cellular response to pH",0.311390707762089,5
"GO:0071875","adrenergic receptor signaling pathway",0.311390707762089,5
"GO:1905523","positive regulation of macrophage migration",0.311390707762089,5
"GO:2000629","negative regulation of miRNA metabolic process",0.311390707762089,5
"GO:0038127","ERBB signaling pathway",0.311713503994993,17
"GO:0007632","visual behavior",0.313514992203835,11
"GO:0032355","response to estradiol",0.315247737746132,15
"GO:0031343","positive regulation of cell killing",0.316139614552903,13
"GO:0051260","protein homooligomerization",0.316139614552903,27
"GO:0001696","gastric acid secretion",0.316139614552903,3
"GO:0002934","desmosome organization",0.316139614552903,3
"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation",0.316139614552903,3
"GO:0006000","fructose metabolic process",0.316139614552903,3
"GO:0006206","pyrimidine nucleobase metabolic process",0.316139614552903,3
"GO:0006971","hypotonic response",0.316139614552903,3
"GO:0009170","purine deoxyribonucleoside monophosphate metabolic process",0.316139614552903,3
"GO:0014848","urinary tract smooth muscle contraction",0.316139614552903,3
"GO:0019370","leukotriene biosynthetic process",0.316139614552903,3
"GO:0030497","fatty acid elongation",0.316139614552903,3
"GO:0032536","regulation of cell projection size",0.316139614552903,3
"GO:0034638","phosphatidylcholine catabolic process",0.316139614552903,3
"GO:0035437","maintenance of protein localization in endoplasmic reticulum",0.316139614552903,3
"GO:0035655","interleukin-18-mediated signaling pathway",0.316139614552903,3
"GO:0035933","glucocorticoid secretion",0.316139614552903,3
"GO:0035999","tetrahydrofolate interconversion",0.316139614552903,3
"GO:0036135","Schwann cell migration",0.316139614552903,3
"GO:0042541","hemoglobin biosynthetic process",0.316139614552903,3
"GO:0043383","negative T cell selection",0.316139614552903,3
"GO:0045176","apical protein localization",0.316139614552903,3
"GO:0046049","UMP metabolic process",0.316139614552903,3
"GO:0046886","positive regulation of hormone biosynthetic process",0.316139614552903,3
"GO:0048484","enteric nervous system development",0.316139614552903,3
"GO:0051764","actin crosslink formation",0.316139614552903,3
"GO:0051782","negative regulation of cell division",0.316139614552903,3
"GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.316139614552903,3
"GO:0060442","branching involved in prostate gland morphogenesis",0.316139614552903,3
"GO:0070508","cholesterol import",0.316139614552903,3
"GO:0070914","UV-damage excision repair",0.316139614552903,3
"GO:0071493","cellular response to UV-B",0.316139614552903,3
"GO:0097012","response to granulocyte macrophage colony-stimulating factor",0.316139614552903,3
"GO:0097084","vascular associated smooth muscle cell development",0.316139614552903,3
"GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",0.316139614552903,3
"GO:1990314","cellular response to insulin-like growth factor stimulus",0.316139614552903,3
"GO:2000811","negative regulation of anoikis",0.316139614552903,3
"GO:0007589","body fluid secretion",0.316139614552903,16
"GO:0003214","cardiac left ventricle morphogenesis",0.316139614552903,4
"GO:0007620","copulation",0.316139614552903,4
"GO:0018345","protein palmitoylation",0.316139614552903,4
"GO:0030903","notochord development",0.316139614552903,4
"GO:0032332","positive regulation of chondrocyte differentiation",0.316139614552903,4
"GO:0034349","glial cell apoptotic process",0.316139614552903,4
"GO:0042730","fibrinolysis",0.316139614552903,4
"GO:0071450","cellular response to oxygen radical",0.316139614552903,4
"GO:0071451","cellular response to superoxide",0.316139614552903,4
"GO:0072079","nephron tubule formation",0.316139614552903,4
"GO:0072234","metanephric nephron tubule development",0.316139614552903,4
"GO:0072578","neurotransmitter-gated ion channel clustering",0.316139614552903,4
"GO:1901658","glycosyl compound catabolic process",0.316139614552903,4
"GO:0022617","extracellular matrix disassembly",0.316139614552903,6
"GO:0023019","signal transduction involved in regulation of gene expression",0.316139614552903,6
"GO:0043433","negative regulation of DNA-binding transcription factor activity",0.316139614552903,6
"GO:0048753","pigment granule organization",0.316139614552903,6
"GO:0110110","positive regulation of animal organ morphogenesis",0.316139614552903,6
"GO:0140058","neuron projection arborization",0.316139614552903,6
"GO:1902003","regulation of amyloid-beta formation",0.316139614552903,6
"GO:0034198","cellular response to amino acid starvation",0.316775601376449,9
"GO:0050854","regulation of antigen receptor-mediated signaling pathway",0.316775601376449,9
"GO:1903053","regulation of extracellular matrix organization",0.316775601376449,9
"GO:0034308","primary alcohol metabolic process",0.31714785322143,14
"GO:0045933","positive regulation of muscle contraction",0.319056738399571,8
"GO:0009262","deoxyribonucleotide metabolic process",0.319056738399571,7
"GO:0019432","triglyceride biosynthetic process",0.319056738399571,7
"GO:0045622","regulation of T-helper cell differentiation",0.319056738399571,7
"GO:0046686","response to cadmium ion",0.319056738399571,7
"GO:2000772","regulation of cellular senescence",0.319056738399571,7
"GO:0006650","glycerophospholipid metabolic process",0.320369620373355,31
"GO:0099111","microtubule-based transport",0.321440114353122,28
"GO:0055017","cardiac muscle tissue growth",0.322164849622118,15
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",0.322164849622118,15
"GO:0007585","respiratory gaseous exchange by respiratory system",0.323304568923058,11
"GO:0051149","positive regulation of muscle cell differentiation",0.323304568923058,11
"GO:0071496","cellular response to external stimulus",0.324415024544316,13
"GO:0090307","mitotic spindle assembly",0.329785825145993,10
"GO:1905818","regulation of chromosome separation",0.329785825145993,10
"GO:0007033","vacuole organization",0.329888527348645,30
"GO:0060491","regulation of cell projection assembly",0.330990830122649,25
"GO:0014015","positive regulation of gliogenesis",0.331380656793604,12
"GO:0046323","D-glucose import",0.331380656793604,12
"GO:0003094","glomerular filtration",0.331380656793604,5
"GO:0010447","response to acidic pH",0.331380656793604,5
"GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway",0.331380656793604,5
"GO:0031295","T cell costimulation",0.331380656793604,5
"GO:0033598","mammary gland epithelial cell proliferation",0.331380656793604,5
"GO:0035162","embryonic hemopoiesis",0.331380656793604,5
"GO:0043032","positive regulation of macrophage activation",0.331380656793604,5
"GO:0045722","positive regulation of gluconeogenesis",0.331380656793604,5
"GO:0050961","detection of temperature stimulus involved in sensory perception",0.331380656793604,5
"GO:0070977","bone maturation",0.331380656793604,5
"GO:0071295","cellular response to vitamin",0.331380656793604,5
"GO:0086005","ventricular cardiac muscle cell action potential",0.331380656793604,5
"GO:0097345","mitochondrial outer membrane permeabilization",0.331380656793604,5
"GO:0140467","integrated stress response signaling",0.331380656793604,5
"GO:1903579","negative regulation of ATP metabolic process",0.331380656793604,5
"GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus",0.331380656793604,5
"GO:2000737","negative regulation of stem cell differentiation",0.331380656793604,5
"GO:0032388","positive regulation of intracellular transport",0.331385810415873,18
"GO:0032623","interleukin-2 production",0.332786025125676,9
"GO:0032663","regulation of interleukin-2 production",0.332786025125676,9
"GO:0043616","keratinocyte proliferation",0.332786025125676,9
"GO:0060261","positive regulation of transcription initiation by RNA polymerase II",0.332786025125676,9
"GO:0043303","mast cell degranulation",0.336999520230155,8
"GO:0051955","regulation of amino acid transport",0.336999520230155,8
"GO:0090659","walking behavior",0.336999520230155,8
"GO:0032481","positive regulation of type I interferon production",0.336999520230155,13
"GO:0048709","oligodendrocyte differentiation",0.336999520230155,16
"GO:0060419","heart growth",0.336999520230155,16
"GO:0051304","chromosome separation",0.336999520230155,11
"GO:0140374","antiviral innate immune response",0.336999520230155,11
"GO:0001709","cell fate determination",0.336999520230155,6
"GO:0010591","regulation of lamellipodium assembly",0.336999520230155,6
"GO:0045191","regulation of isotype switching",0.336999520230155,6
"GO:0046825","regulation of protein export from nucleus",0.336999520230155,6
"GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",0.336999520230155,6
"GO:0014904","myotube cell development",0.337916063463975,7
"GO:0032924","activin receptor signaling pathway",0.337916063463975,7
"GO:0048246","macrophage chemotaxis",0.337916063463975,7
"GO:0032206","positive regulation of telomere maintenance",0.344341158769448,10
"GO:0008203","cholesterol metabolic process",0.344341158769448,19
"GO:0003177","pulmonary valve development",0.344341158769448,4
"GO:0009158","ribonucleoside monophosphate catabolic process",0.344341158769448,4
"GO:0032482","Rab protein signal transduction",0.344341158769448,4
"GO:0034312","diol biosynthetic process",0.344341158769448,4
"GO:0035089","establishment of apical/basal cell polarity",0.344341158769448,4
"GO:0045056","transcytosis",0.344341158769448,4
"GO:0048485","sympathetic nervous system development",0.344341158769448,4
"GO:0050650","chondroitin sulfate proteoglycan biosynthetic process",0.344341158769448,4
"GO:0050849","negative regulation of calcium-mediated signaling",0.344341158769448,4
"GO:0086019","cell-cell signaling involved in cardiac conduction",0.344341158769448,4
"GO:0098761","cellular response to interleukin-7",0.344341158769448,4
"GO:0140112","extracellular vesicle biogenesis",0.344341158769448,4
"GO:2000269","regulation of fibroblast apoptotic process",0.344341158769448,4
"GO:0106027","neuron projection organization",0.345263609391446,15
"GO:0061025","membrane fusion",0.346643754564716,23
"GO:0043270","positive regulation of monoatomic ion transport",0.346643754564716,24
"GO:0044380","protein localization to cytoskeleton",0.346643754564716,9
"GO:0050881","musculoskeletal movement",0.346643754564716,9
"GO:1903307","positive regulation of regulated secretory pathway",0.346643754564716,9
"GO:1905517","macrophage migration",0.346643754564716,9
"GO:0046888","negative regulation of hormone secretion",0.346643754564716,13
"GO:0000722","telomere maintenance via recombination",0.346643754564716,3
"GO:0001787","natural killer cell proliferation",0.346643754564716,3
"GO:0006182","cGMP biosynthetic process",0.346643754564716,3
"GO:0006568","L-tryptophan metabolic process",0.346643754564716,3
"GO:0006968","cellular defense response",0.346643754564716,3
"GO:0009120","deoxyribonucleoside metabolic process",0.346643754564716,3
"GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process",0.346643754564716,3
"GO:0010635","regulation of mitochondrial fusion",0.346643754564716,3
"GO:0010831","positive regulation of myotube differentiation",0.346643754564716,3
"GO:0015846","polyamine transport",0.346643754564716,3
"GO:0019732","antifungal humoral response",0.346643754564716,3
"GO:0030238","male sex determination",0.346643754564716,3
"GO:0031054","pre-miRNA processing",0.346643754564716,3
"GO:0031115","negative regulation of microtubule polymerization",0.346643754564716,3
"GO:0032486","Rap protein signal transduction",0.346643754564716,3
"GO:0034501","protein localization to kinetochore",0.346643754564716,3
"GO:0038092","nodal signaling pathway",0.346643754564716,3
"GO:0042048","olfactory behavior",0.346643754564716,3
"GO:0042159","lipoprotein catabolic process",0.346643754564716,3
"GO:0045618","positive regulation of keratinocyte differentiation",0.346643754564716,3
"GO:0048149","behavioral response to ethanol",0.346643754564716,3
"GO:0048505","regulation of timing of cell differentiation",0.346643754564716,3
"GO:0048820","hair follicle maturation",0.346643754564716,3
"GO:0051100","negative regulation of binding",0.346643754564716,3
"GO:0060788","ectodermal placode formation",0.346643754564716,3
"GO:0061548","ganglion development",0.346643754564716,3
"GO:0070669","response to interleukin-2",0.346643754564716,3
"GO:0070885","negative regulation of calcineurin-NFAT signaling cascade",0.346643754564716,3
"GO:0071351","cellular response to interleukin-18",0.346643754564716,3
"GO:0071697","ectodermal placode morphogenesis",0.346643754564716,3
"GO:0072044","collecting duct development",0.346643754564716,3
"GO:0090153","regulation of sphingolipid biosynthetic process",0.346643754564716,3
"GO:0090306","meiotic spindle assembly",0.346643754564716,3
"GO:0098828","modulation of inhibitory postsynaptic potential",0.346643754564716,3
"GO:0106057","negative regulation of calcineurin-mediated signaling",0.346643754564716,3
"GO:0120305","regulation of pigmentation",0.346643754564716,3
"GO:0140059","dendrite arborization",0.346643754564716,3
"GO:0141201","pyroptotic cell death",0.346643754564716,3
"GO:1901722","regulation of cell proliferation involved in kidney development",0.346643754564716,3
"GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",0.346643754564716,3
"GO:1903083","protein localization to condensed chromosome",0.346643754564716,3
"GO:1905906","regulation of amyloid fibril formation",0.346643754564716,3
"GO:2000232","regulation of rRNA processing",0.346643754564716,3
"GO:0014032","neural crest cell development",0.347004210767815,11
"GO:0035019","somatic stem cell population maintenance",0.347004210767815,11
"GO:0051965","positive regulation of synapse assembly",0.347004210767815,11
"GO:0001676","long-chain fatty acid metabolic process",0.348188666279777,18
"GO:0002698","negative regulation of immune effector process",0.348188666279777,18
"GO:0002204","somatic recombination of immunoglobulin genes involved in immune response",0.349452203751036,8
"GO:0002208","somatic diversification of immunoglobulins involved in immune response",0.349452203751036,8
"GO:0033047","regulation of mitotic sister chromatid segregation",0.349452203751036,8
"GO:0045190","isotype switching",0.349452203751036,8
"GO:0051155","positive regulation of striated muscle cell differentiation",0.349452203751036,8
"GO:0031340","positive regulation of vesicle fusion",0.35073802173952,5
"GO:0060252","positive regulation of glial cell proliferation",0.35073802173952,5
"GO:0060669","embryonic placenta morphogenesis",0.35073802173952,5
"GO:0072574","hepatocyte proliferation",0.35073802173952,5
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis",0.35073802173952,5
"GO:0090077","foam cell differentiation",0.35073802173952,5
"GO:0090594","inflammatory response to wounding",0.35073802173952,5
"GO:1901186","positive regulation of ERBB signaling pathway",0.35073802173952,5
"GO:0022600","digestive system process",0.351882258405574,15
"GO:0048024","regulation of mRNA splicing, via spliceosome",0.351882258405574,15
"GO:0007094","mitotic spindle assembly checkpoint signaling",0.351882258405574,7
"GO:0008608","attachment of spindle microtubules to kinetochore",0.351882258405574,7
"GO:0019883","antigen processing and presentation of endogenous antigen",0.351882258405574,7
"GO:0032814","regulation of natural killer cell activation",0.351882258405574,7
"GO:0042462","eye photoreceptor cell development",0.351882258405574,7
"GO:0071173","spindle assembly checkpoint signaling",0.351882258405574,7
"GO:0071174","mitotic spindle checkpoint signaling",0.351882258405574,7
"GO:0098534","centriole assembly",0.351882258405574,7
"GO:0045103","intermediate filament-based process",0.352022055278934,12
"GO:0002792","negative regulation of peptide secretion",0.352708999135705,10
"GO:0010874","regulation of cholesterol efflux",0.352708999135705,6
"GO:0048741","skeletal muscle fiber development",0.352708999135705,6
"GO:0050951","sensory perception of temperature stimulus",0.352708999135705,6
"GO:0120033","negative regulation of plasma membrane bounded cell projection assembly",0.352708999135705,6
"GO:0006887","exocytosis",0.354791773326521,43
"GO:0001754","eye photoreceptor cell differentiation",0.361204156284798,9
"GO:0045995","regulation of embryonic development",0.361605072685265,11
"GO:0035418","protein localization to synapse",0.36191101667588,14
"GO:0046928","regulation of neurotransmitter secretion",0.36191101667588,14
"GO:0072594","establishment of protein localization to organelle",0.362697638935508,49
"GO:1901293","nucleoside phosphate biosynthetic process",0.363958280757303,35
"GO:0001910","regulation of leukocyte mediated cytotoxicity",0.367720343621085,16
"GO:0032890","regulation of organic acid transport",0.367720343621085,12
"GO:0050709","negative regulation of protein secretion",0.367720343621085,12
"GO:0002448","mast cell mediated immunity",0.367720343621085,8
"GO:0007062","sister chromatid cohesion",0.367720343621085,8
"GO:0031113","regulation of microtubule polymerization",0.367720343621085,8
"GO:0071622","regulation of granulocyte chemotaxis",0.367720343621085,8
"GO:1905145","cellular response to acetylcholine",0.367720343621085,8
"GO:0003323","type B pancreatic cell development",0.367902370320188,4
"GO:0010288","response to lead ion",0.367902370320188,4
"GO:0010878","cholesterol storage",0.367902370320188,4
"GO:0015867","ATP transport",0.367902370320188,4
"GO:0032088","negative regulation of NF-kappaB transcription factor activity",0.367902370320188,4
"GO:0032925","regulation of activin receptor signaling pathway",0.367902370320188,4
"GO:0035303","regulation of dephosphorylation",0.367902370320188,4
"GO:0042069","regulation of catecholamine metabolic process",0.367902370320188,4
"GO:0043011","myeloid dendritic cell differentiation",0.367902370320188,4
"GO:0045623","negative regulation of T-helper cell differentiation",0.367902370320188,4
"GO:0046599","regulation of centriole replication",0.367902370320188,4
"GO:0060216","definitive hemopoiesis",0.367902370320188,4
"GO:0061620","glycolytic process through glucose-6-phosphate",0.367902370320188,4
"GO:1900452","regulation of long-term synaptic depression",0.367902370320188,4
"GO:1902644","tertiary alcohol metabolic process",0.367902370320188,4
"GO:1903428","positive regulation of reactive oxygen species biosynthetic process",0.367902370320188,4
"GO:2001044","regulation of integrin-mediated signaling pathway",0.367902370320188,4
"GO:0032272","negative regulation of protein polymerization",0.368289446744801,10
"GO:0045123","cellular extravasation",0.368289446744801,10
"GO:0051279","regulation of release of sequestered calcium ion into cytosol",0.368289446744801,10
"GO:0048284","organelle fusion",0.369397113068918,22
